ISBN,Title,Author,Genre,Publication Year,Copies Available,Acquisition Date,Status,ISBN_valid
9781032594149,Balanced grid-enabled leverage,Miss Carolyn Lee,Fiction,1957,7,2021-09-22,Missing,True
9780312801519,Cross-platform foreground database,Justin Read,Young Adult,1963,6,2019-09-22,Reserved,True
9781675741924,Fundamental homogeneous help-desk,Wayne Collins,Non-Fiction,2011,7,2016-07-21,Damaged,True
9780222909572,Multi-layered analyzing concept,Kimberley Myers,Reference,1982,2,2016-07-05,Reserved,True
9781609337735,Enhanced motivating installation,Beverley Norris-Hayward,Young Adult,1963,6,2017-07-09,Reserved,True
9780284055545,Distributed disintermediate capacity,Damian Pope-Foster,Reference,1958,9,2015-11-22,Available,True
9781491331613,User-friendly executive help-desk,Sara Walker,Young Adult,1974,10,2020-03-04,Damaged,True
9780558992545,Business-focused contextually-based Internet solution,Rachel Nicholls-Davies,Reference,1992,0,2024-02-17,Damaged,True
9781145373365,Progressive homogeneous application,Christine Holmes,Non-Fiction,1993,9,2018-04-21,Checked Out,True
9781134579648,Quality-focused multimedia migration,Alexander Bibi,Children,1954,1,2016-10-20,Damaged,True
9780101450614,Open-architected transitional projection,Maria Thomas,Reference,1959,5,2017-08-17,Damaged,True
9781061449489,Devolved client-server access,Marie Hall,Reference,2010,8,2018-04-21,Available,True
9780993585227,Organized even-keeled capability,Dr Malcolm Taylor,Young Adult,2015,2,2016-06-21,Checked Out,True
9780281857166,Focused asynchronous analyzer,Julie Green,Fiction,2011,10,2023-12-03,Available,True
9780997035155,Multi-lateral mobile pricing structure,Dr Connor Conway,Fiction,2017,1,2019-10-26,Checked Out,True
9780379115697,Robust local artificial intelligence,Mrs Heather Begum,Non-Fiction,1989,9,2018-05-13,Available,True
9781697917833,Organic fault-tolerant infrastructure,Dean Howarth,Non-Fiction,1976,7,2020-10-21,Reserved,True
9780672300790,Customer-focused global extranet,Mrs Chelsea Riley,Non-Fiction,1972,6,2016-09-29,Missing,True
9780722006979,Total motivating throughput,Tony Bird,Non-Fiction,1985,9,2024-06-05,Reserved,True
9780864675286,Automated logistical functionalities,Katie Taylor-Morgan,Fiction,2020,0,2016-10-19,Available,True
9780969988571,Sharable optimizing standardization,Mr Mathew Davies,Young Adult,2023,10,2018-01-05,Reserved,True
9780813914053,Grass-roots heuristic Internet solution,Anthony Walsh,Reference,1965,1,2023-09-05,Checked Out,True
9780189805382,Synergistic uniform middleware,Francesca Jones,Reference,1988,6,2017-11-16,Reserved,True
9780857779519,Diverse stable frame,Jodie Bell,Fiction,1981,1,2025-07-31,Available,True
9780398210410,Re-engineered composite concept,Paula Brown-Richardson,Reference,1969,8,2023-06-06,Damaged,True
9781423416876,Automated composite middleware,Deborah Gilbert,Reference,1962,4,2020-08-29,Damaged,True
9780209924604,Persistent intangible contingency,Dr Timothy Sharp,Children,1994,1,2020-04-11,Available,True
9781612853932,Expanded bifurcated attitude,Angela Parker,Non-Fiction,1953,3,2021-05-29,Checked Out,True
9781810769387,Cross-group systemic encryption,Mrs Josephine Clarke,Reference,1957,5,2016-10-19,Missing,True
9780618576241,Proactive coherent strategy,Frank Faulkner-King,Young Adult,2005,10,2021-04-07,Damaged,True
9780815485001,Expanded asynchronous application,Jason Williams,Reference,1982,2,2020-04-01,Checked Out,True
9781409755630,Innovative 3rdgeneration adapter,Sandra Abbott,Reference,1987,3,2024-10-26,Missing,True
9781489473196,Phased multi-state migration,Dr Martyn Little,Non-Fiction,2011,5,2017-11-16,Reserved,True
9781823711755,Team-oriented mission-critical infrastructure,Josephine Wright,Non-Fiction,2017,8,2017-11-21,Reserved,True
9780151302741,Upgradable interactive infrastructure,Sylvia Tyler-Mellor,Young Adult,1981,7,2021-12-02,Damaged,True
9781287514343,Distributed multimedia superstructure,Dr Charlotte Talbot,Non-Fiction,1989,10,2022-10-19,Missing,True
9780299572297,Ergonomic fresh-thinking groupware,Caroline Cole,Children,1956,3,2022-07-11,Available,True
9780698570436,Adaptive solution-oriented challenge,Stuart Gill,Non-Fiction,2007,7,2019-05-14,Checked Out,True
9781148181479,Upgradable non-volatile challenge,Gary O'Neill,Fiction,2008,9,2023-09-09,Checked Out,True
9780900037733,Triple-buffered 3rdgeneration neural-net,Joshua Hooper,Fiction,2001,2,2025-02-11,Reserved,True
9781383974690,Multi-lateral radical Internet solution,Catherine Hughes,Fiction,1992,5,2019-01-06,Checked Out,True
9780204343646,Reactive directional adapter,Keith Harris,Non-Fiction,2004,7,2021-11-15,Missing,True
9780527347918,Profit-focused object-oriented algorithm,Emily Harris,Reference,1968,4,2024-11-18,Reserved,True
9780707744209,Quality-focused even-keeled flexibility,Wendy Higgins-Ryan,Reference,1981,7,2020-05-03,Checked Out,True
9780795712821,Cloned methodical database,Dr Neil Gray,Young Adult,2021,7,2024-06-04,Damaged,True
9780166579275,Business-focused national capability,Janice Stokes,Reference,1980,8,2018-02-02,Missing,True
9781123662375,Future-proofed analyzing extranet,Suzanne Tyler,Reference,1984,9,2018-11-04,Available,True
9781715877002,Multi-tiered optimal database,Mrs Fiona Smith,Non-Fiction,2017,6,2016-10-13,Damaged,True
9780182239955,Decentralized composite structure,Leigh Lloyd,Non-Fiction,2014,7,2019-05-02,Damaged,True
9780855775155,Implemented local database,Toby Knowles,Children,2013,8,2018-05-12,Damaged,True
9780580723179,Monitored 24/7 extranet,Hollie Griffiths,Reference,1960,0,2022-07-03,Reserved,True
9780947934200,Monitored asymmetric project,Eric Hill,Fiction,2006,6,2018-12-05,Checked Out,True
9781373023551,Ergonomic content-based methodology,Alison Reeves,Reference,1998,9,2020-10-13,Damaged,True
9780984150915,User-friendly client-driven installation,Elizabeth West,Children,1973,4,2017-10-29,Available,True
9780016014048,Face-to-face actuating firmware,Melanie Watts-Walker,Children,2012,3,2019-07-21,Available,True
9780232609172,Front-line bifurcated toolset,Marian Parker,Reference,1956,2,2018-08-15,Available,True
9780254829749,Optional responsive array,Miss Sian Booth,Children,1952,4,2020-03-18,Available,True
9780301135991,User-centric zero tolerance collaboration,Mr Donald Parkinson,Fiction,2008,1,2019-07-03,Missing,True
9781696354035,Open-architected contextually-based frame,Sara Jenkins,Fiction,1967,9,2024-10-14,Reserved,True
9780027143102,Automated multimedia challenge,Mr Ashley Parsons,Non-Fiction,1981,7,2017-07-03,Available,True
9780298738441,Mandatory attitude-oriented flexibility,Harry Scott,Non-Fiction,2004,5,2021-03-14,Damaged,True
9781169712447,Horizontal discrete definition,Joseph Lewis,Reference,1962,4,2019-02-02,Missing,True
9780627158827,Synergized real-time software,Mrs Joanne Reynolds,Young Adult,1978,5,2016-01-09,Reserved,True
9781703054453,Streamlined non-volatile forecast,Suzanne Hussain,Fiction,1960,9,2019-07-11,Checked Out,True
9781814454227,Business-focused dynamic forecast,Kathleen Savage,Children,1976,1,2016-06-07,Available,True
9781997622451,Universal homogeneous neural-net,Duncan Lewis-Taylor,Fiction,1964,5,2022-09-19,Missing,True
9780540478941,Self-enabling content-based paradigm,Lynda Barrett,Children,1997,6,2024-06-06,Damaged,True
9781387037506,Synchronized logistical matrices,Jake Jones,Non-Fiction,1961,3,2021-08-22,Damaged,True
9780091176266,Stand-alone disintermediate success,Conor Houghton,Fiction,1955,1,2022-03-07,Damaged,True
9780091940935,Visionary upward-trending success,Miss Victoria Smith,Children,2022,3,2021-10-30,Available,True
9781349294466,Switchable empowering software,Naomi Wright,Young Adult,1996,6,2018-08-11,Available,True
9780481090561,Monitored exuding implementation,Lynne Smith,Young Adult,1979,0,2024-06-19,Checked Out,True
9781455436712,Business-focused modular matrices,Helen Jones,Fiction,2006,3,2016-05-16,Damaged,True
9780344665899,Cloned context-sensitive customer loyalty,Abdul Jones,Non-Fiction,1980,9,2016-08-09,Damaged,True
9780769767840,Customizable static collaboration,Mr William Robson,Fiction,1960,0,2019-03-01,Available,True
9780933484634,Visionary local approach,Michael Dixon,Children,2022,2,2018-05-27,Damaged,True
9781198081569,Integrated disintermediate parallelism,Graham Gibson-Fox,Non-Fiction,1959,8,2016-10-19,Missing,True
9780919067745,Multi-tiered motivating structure,Caroline Coles,Non-Fiction,1970,10,2015-10-16,Reserved,True
9781113890405,Open-source client-server instruction set,Derek Miller,Fiction,1950,6,2016-07-25,Available,True
9781546815952,Organic hybrid process improvement,Ms Stacey Lewis,Non-Fiction,2017,6,2019-12-27,Reserved,True
9780049661806,Focused coherent algorithm,Dr Kenneth Wood,Children,2004,6,2019-08-15,Available,True
9780858794146,Profound 6thgeneration algorithm,Raymond Holland,Non-Fiction,1990,1,2023-01-13,Reserved,True
9781646113293,Programmable neutral data-warehouse,Natalie Cross,Non-Fiction,1993,8,2020-01-19,Available,True
9781790071173,Organic tertiary Graphical User Interface,Mr Jason Warren,Children,2010,1,2022-12-23,Available,True
9781290380690,Multi-layered background customer loyalty,Katy Holmes,Reference,1953,0,2024-11-29,Reserved,True
9781931103107,Ameliorated composite info-mediaries,Joel Swift,Children,1956,1,2018-12-06,Reserved,True
9780176319762,Compatible dedicated model,Mrs Paige Brown,Non-Fiction,1958,1,2020-10-10,Missing,True
9780906298145,Inverse background analyzer,Dr Samantha Ward,Children,2002,0,2022-06-01,Checked Out,True
9781801588485,Ameliorated bi-directional extranet,Tina Jennings,Young Adult,2001,9,2021-09-13,Checked Out,True
9780503754501,Multi-layered neutral analyzer,Leonard Tomlinson,Children,2013,7,2019-02-09,Missing,True
9781149034798,Implemented methodical knowledgebase,Miss Nicole Quinn,Young Adult,2003,0,2020-07-30,Reserved,True
9780745177632,Balanced executive portal,Charlotte Morgan,Children,2014,5,2019-02-24,Damaged,True
9780412331732,Public-key scalable data-warehouse,Miss Samantha Johnson,Non-Fiction,1990,7,2025-09-14,Reserved,True
9781153063371,Proactive disintermediate benchmark,Christopher Shaw,Fiction,1984,2,2021-07-01,Checked Out,True
9780813840383,Extended well-modulated interface,Amanda Evans-Collins,Children,2001,4,2020-04-10,Available,True
9781577774464,Down-sized solution-oriented ability,Mrs Josephine Fox,Young Adult,1983,10,2024-12-17,Missing,True
9780995850910,Triple-buffered bi-directional Graphic Interface,Mr Keith Cole,Young Adult,1964,7,2020-07-30,Reserved,True
9780484788007,Fundamental logistical conglomeration,Scott Bennett,Children,1963,8,2019-06-25,Checked Out,True
9780677280721,Business-focused actuating policy,Charlotte Ward,Young Adult,2013,1,2018-08-04,Available,True
9780797842557,Expanded optimal solution,Mrs Patricia Ahmed,Children,2021,8,2021-04-11,Available,True
9781804057247,Vision-oriented zero-defect productivity,Dr Kathleen Morris,Young Adult,1957,5,2024-09-05,Missing,True
9781537573946,Devolved homogeneous implementation,Nicola Morgan,Fiction,1959,9,2021-11-08,Damaged,True
9780305398194,Exclusive local capability,Edward Johnson,Children,1995,7,2021-07-18,Available,True
9781114793446,Diverse tangible database,Dr Paula Ellis,Reference,1971,6,2023-12-20,Damaged,True
9780323617895,Vision-oriented homogeneous system engine,Samuel Smith,Reference,1998,5,2021-09-18,Available,True
9781664453708,Streamlined mobile hub,Mary Griffiths,Children,1984,4,2019-04-18,Available,True
9780065670271,Fully-configurable modular workforce,Mrs Danielle Butler,Children,1985,2,2025-07-17,Missing,True
9780917999895,Balanced systematic middleware,Trevor Adams,Children,1968,6,2021-11-20,Damaged,True
9781672706216,Reduced next generation knowledge user,Toby Green,Fiction,2017,8,2023-06-11,Available,True
9780201450514,Versatile tertiary focus group,Mr Gary Marshall,Children,1955,1,2021-06-11,Reserved,True
9780415584159,Exclusive bi-directional service-desk,Barry Hudson,Fiction,1979,7,2024-08-04,Missing,True
9780856417504,Horizontal intermediate hierarchy,Dr Bernard Potter,Young Adult,1972,6,2018-11-02,Missing,True
9780021299072,Triple-buffered foreground throughput,Mrs Yvonne Thompson,Children,2006,0,2019-05-22,Reserved,True
9781122907002,Enterprise-wide multi-state hardware,Dr Stanley Kerr,Non-Fiction,1982,1,2024-01-08,Damaged,True
9780851601908,Fully-configurable disintermediate challenge,Frank Green-Cox,Reference,2014,1,2025-03-31,Reserved,True
9781641634236,Automated responsive policy,Elliot Blake,Non-Fiction,1950,7,2016-12-08,Damaged,True
9781448808731,User-friendly human-resource architecture,Vanessa Burton,Reference,1960,7,2016-10-19,Available,True
9780983350491,Face-to-face human-resource leverage,Dale Rowe,Fiction,2004,8,2025-09-17,Available,True
9781262605615,Future-proofed bottom-line open architecture,Keith Morton,Children,1978,6,2016-06-08,Reserved,True
9780962992841,Distributed full-range application,Cameron Fletcher,Reference,2010,2,2021-10-26,Checked Out,True
9780033892803,Proactive real-time migration,Helen Johnson-Turner,Reference,2009,6,2016-01-08,Damaged,True
9781519917393,Front-line asymmetric instruction set,Bernard Shaw,Fiction,1956,5,2022-12-05,Reserved,True
9780798877909,Re-engineered well-modulated array,Tony Wood-Begum,Fiction,2008,1,2023-07-08,Reserved,True
9780676533637,Up-sized dynamic adapter,Jemma Riley,Fiction,1953,7,2025-10-01,Damaged,True
9781724674685,Profound high-level alliance,Adam Young-Williamson,Fiction,1960,7,2019-12-15,Reserved,True
9780521380225,Managed solution-oriented archive,Antony Mitchell,Fiction,2018,0,2021-12-04,Available,True
9780215057440,Managed full-range adapter,Richard Bibi,Young Adult,2010,8,2019-07-23,Reserved,True
9780254057777,Synchronized regional ability,Dr Shaun Webster,Non-Fiction,2014,4,2019-10-11,Reserved,True
9781598927054,Realigned next generation matrix,Lesley Wilson-O'Connor,Children,2008,6,2022-08-30,Available,True
9781948847551,Multi-layered value-added utilization,Sophie Smith-Davies,Reference,2004,7,2024-03-26,Damaged,True
9781943529230,Centralized solution-oriented functionalities,Mrs Rita Parkinson,Fiction,2005,6,2022-10-09,Damaged,True
9781272773823,Adaptive client-server strategy,Dr Scott Payne,Non-Fiction,1961,9,2025-02-18,Checked Out,True
9781580398589,Team-oriented leadingedge concept,Christopher Hutchinson,Non-Fiction,2020,3,2015-12-09,Reserved,True
9780414323537,Multi-layered heuristic product,Jeremy Nixon,Reference,1965,4,2024-09-22,Checked Out,True
9780338337900,Profound zero tolerance flexibility,Mrs Eileen Campbell,Fiction,1969,1,2024-01-09,Reserved,True
9781584576945,Configurable foreground neural-net,Dr Lydia Burton,Non-Fiction,2007,2,2019-04-30,Reserved,True
9780711812987,Proactive asymmetric implementation,Bradley Evans,Reference,2012,8,2019-03-20,Checked Out,True
9780244322205,Total responsive projection,Norman Price,Non-Fiction,2004,7,2019-03-23,Reserved,True
9780969347217,Managed zero tolerance algorithm,Barry Kennedy,Fiction,2017,10,2018-04-28,Missing,True
9780097352008,Automated human-resource core,Lesley Doherty,Fiction,1971,10,2025-07-08,Available,True
9780007901319,Secured next generation hub,Mr Bradley Patel,Children,2024,4,2023-10-16,Reserved,True
9781187418512,Secured transitional help-desk,Rachael Brookes-Hill,Young Adult,2000,9,2020-08-27,Missing,True
9781509871049,Devolved multimedia protocol,Timothy Clarke,Reference,1953,1,2017-07-03,Checked Out,True
9781772033489,User-centric context-sensitive model,Dylan Collins,Non-Fiction,1993,6,2022-09-10,Checked Out,True
9781697224603,Customizable stable parallelism,Claire Moore,Fiction,2018,3,2018-05-31,Damaged,True
9780945225362,Customizable static strategy,Ashley Hughes-Mason,Fiction,1951,8,2018-08-28,Missing,True
9780015433475,Adaptive foreground challenge,Natalie Smith-Bell,Fiction,1969,5,2017-06-17,Damaged,True
9781863211857,Cloned zero tolerance protocol,Sian Smith,Fiction,1958,6,2021-10-26,Checked Out,True
9780437845375,Innovative multi-tasking data-warehouse,Dr Sean Lowe,Fiction,2000,3,2018-09-06,Damaged,True
9781194038734,Centralized maximized collaboration,Jessica Wade,Fiction,1978,5,2021-12-06,Reserved,True
9781067550578,Optimized needs-based Graphic Interface,Wendy Doyle,Reference,1995,9,2025-05-17,Available,True
9781488022258,Right-sized homogeneous project,Judith Hunt,Children,1965,6,2016-09-16,Damaged,True
9781862498266,Pre-emptive mission-critical hub,Eileen Chapman,Young Adult,1959,6,2017-10-02,Damaged,True
9780446479110,Self-enabling explicit collaboration,Hazel Williams-Jones,Non-Fiction,2023,6,2018-04-29,Reserved,True
9780561618463,Implemented multi-tasking intranet,Hollie Williams,Reference,2000,3,2016-04-25,Damaged,True
